wind_code,trade_coe,sec_name,option_mark_code,option_type,call_or_put,exercise_mode,exercise_price,contract_unit,limit_month,listed_date,expire_date,exercise_date,settlement_date,reference_price,settle_mode,contract_state
10000522,510050P1602M02150,50ETF沽2016年2月2150,510050.SH,ETF期权,认沽,欧式,2.15,10000,2016-02,2016/1/8 0:00:00,2016/2/24 0:00:00,2016-02-24,2016-02-25,0.1239,实物资产,退市,
10000523,510050C1606M02100,50ETF购2016年6月2100,510050.SH,ETF期权,认购,欧式,2.1,10000,2016-06,2016/1/8 0:00:00,2016/6/22 0:00:00,2016-06-22,2016-06-23,0.1805,实物资产,退市,
10000524,510050P1606M02100,50ETF沽2016年6月2100,510050.SH,ETF期权,认沽,欧式,2.1,10000,2016-06,2016/1/8 0:00:00,2016/6/22 0:00:00,2016-06-22,2016-06-23,0.2243,实物资产,退市,
10000525,510050C1601M02050,50ETF购2016年1月2050,510050.SH,ETF期权,认购,欧式,2.05,10000,2016-01,2016/1/12 0:00:00,2016/1/27 0:00:00,2016-01-27,2016-01-28,0.1143,实物资产,退市,
10000526,510050P1601M02050,50ETF沽2016年1月2050,510050.SH,ETF期权,认沽,欧式,2.05,10000,2016-01,2016/1/12 0:00:00,2016/1/27 0:00:00,2016-01-27,2016-01-28,0.0495,实物资产,退市,
10000527,510050C1602M02050,50ETF购2016年2月2050,510050.SH,ETF期权,认购,欧式,2.05,10000,2016-02,2016/1/12 0:00:00,2016/2/24 0:00:00,2016-02-24,2016-02-25,0.1378,实物资产,退市,
10000528,510050P1602M02050,50ETF沽2016年2月2050,510050.SH,ETF期权,认沽,欧式,2.05,10000,2016-02,2016/1/12 0:00:00,2016/2/24 0:00:00,2016-02-24,2016-02-25,0.0898,实物资产,退市,
10000529,510050C1606M02050,50ETF购2016年6月2050,510050.SH,ETF期权,认购,欧式,2.05,10000,2016-06,2016/1/12 0:00:00,2016/6/22 0:00:00,2016-06-22,2016-06-23,0.1894,实物资产,退市,
10000530,510050P1606M02050,50ETF沽2016年6月2050,510050.SH,ETF期权,认沽,欧式,2.05,10000,2016-06,2016/1/12 0:00:00,2016/6/22 0:00:00,2016-06-22,2016-06-23,0.1926,实物资产,退市,
10000531,510050C1601M02000,50ETF购2016年1月2000,510050.SH,ETF期权,认购,欧式,2,10000,2016-01,2016/1/14 0:00:00,2016/1/27 0:00:00,2016-01-27,2016-01-28,0.1343,实物资产,退市,
10000532,510050P1601M02000,50ETF沽2016年1月2000,510050.SH,ETF期权,认沽,欧式,2,10000,2016-01,2016/1/14 0:00:00,2016/1/27 0:00:00,2016-01-27,2016-01-28,0.0272,实物资产,退市,
10000533,510050C1602M02000,50ETF购2016年2月2000,510050.SH,ETF期权,认购,欧式,2,10000,2016-02,2016/1/14 0:00:00,2016/2/24 0:00:00,2016-02-24,2016-02-25,0.1606,实物资产,退市,
10000534,510050P1602M02000,50ETF沽2016年2月2000,510050.SH,ETF期权,认沽,欧式,2,10000,2016-02,2016/1/14 0:00:00,2016/2/24 0:00:00,2016-02-24,2016-02-25,0.0666,实物资产,退市,
10000535,510050C1606M02000,50ETF购2016年6月2000,510050.SH,ETF期权,认购,欧式,2,10000,2016-06,2016/1/14 0:00:00,2016/6/22 0:00:00,2016-06-22,2016-06-23,0.2187,实物资产,退市,
10000536,510050P1606M02000,50ETF沽2016年6月2000,510050.SH,ETF期权,认沽,欧式,2,10000,2016-06,2016/1/14 0:00:00,2016/6/22 0:00:00,2016-06-22,2016-06-23,0.1659,实物资产,退市,
10000537,510050C1601M01950,50ETF购2016年1月1950,510050.SH,ETF期权,认购,欧式,1.95,10000,2016-01,2016/1/18 0:00:00,2016/1/27 0:00:00,2016-01-27,2016-01-28,0.1373,实物资产,退市,
10000538,510050P1601M01950,50ETF沽2016年1月1950,510050.SH,ETF期权,认沽,欧式,1.95,10000,2016-01,2016/1/18 0:00:00,2016/1/27 0:00:00,2016-01-27,2016-01-28,0.015,实物资产,退市,
10000539,510050C1602M01950,50ETF购2016年2月1950,510050.SH,ETF期权,认购,欧式,1.95,10000,2016-02,2016/1/18 0:00:00,2016/2/24 0:00:00,2016-02-24,2016-02-25,0.1577,实物资产,退市,
10000540,510050P1602M01950,50ETF沽2016年2月1950,510050.SH,ETF期权,认沽,欧式,1.95,10000,2016-02,2016/1/18 0:00:00,2016/2/24 0:00:00,2016-02-24,2016-02-25,0.0625,实物资产,退市,
10000541,510050C1606M01950,50ETF购2016年6月1950,510050.SH,ETF期权,认购,欧式,1.95,10000,2016-06,2016/1/18 0:00:00,2016/6/22 0:00:00,2016-06-22,2016-06-23,0.2219,实物资产,退市,
10000542,510050P1606M01950,50ETF沽2016年6月1950,510050.SH,ETF期权,认沽,欧式,1.95,10000,2016-06,2016/1/18 0:00:00,2016/6/22 0:00:00,2016-06-22,2016-06-23,0.1809,实物资产,退市,
10000543,510050C1601M01850,50ETF购2016年1月1850,510050.SH,ETF期权,认购,欧式,1.85,10000,2016-01,2016/1/27 0:00:00,2016/1/27 0:00:00,2016-01-27,2016-01-28,0.1082,实物资产,退市,
10000544,510050C1601M01900,50ETF购2016年1月1900,510050.SH,ETF期权,认购,欧式,1.9,10000,2016-01,2016/1/27 0:00:00,2016/1/27 0:00:00,2016-01-27,2016-01-28,0.0591,实物资产,退市,
10000545,510050P1601M01850,50ETF沽2016年1月1850,510050.SH,ETF期权,认沽,欧式,1.85,10000,2016-01,2016/1/27 0:00:00,2016/1/27 0:00:00,2016-01-27,2016-01-28,0.0001,实物资产,退市,
10000546,510050P1601M01900,50ETF沽2016年1月1900,510050.SH,ETF期权,认沽,欧式,1.9,10000,2016-01,2016/1/27 0:00:00,2016/1/27 0:00:00,2016-01-27,2016-01-28,0.0009,实物资产,退市,
10000547,510050C1602M01850,50ETF购2016年2月1850,510050.SH,ETF期权,认购,欧式,1.85,10000,2016-02,2016/1/27 0:00:00,2016/2/24 0:00:00,2016-02-24,2016-02-25,0.1327,实物资产,退市,
10000548,510050C1602M01900,50ETF购2016年2月1900,510050.SH,ETF期权,认购,欧式,1.9,10000,2016-02,2016/1/27 0:00:00,2016/2/24 0:00:00,2016-02-24,2016-02-25,0.0977,实物资产,退市,
10000549,510050P1602M01850,50ETF沽2016年2月1850,510050.SH,ETF期权,认沽,欧式,1.85,10000,2016-02,2016/1/27 0:00:00,2016/2/24 0:00:00,2016-02-24,2016-02-25,0.0438,实物资产,退市,
10000550,510050P1602M01900,50ETF沽2016年2月1900,510050.SH,ETF期权,认沽,欧式,1.9,10000,2016-02,2016/1/27 0:00:00,2016/2/24 0:00:00,2016-02-24,2016-02-25,0.0623,实物资产,退市,
10000551,510050C1606M01850,50ETF购2016年6月1850,510050.SH,ETF期权,认购,欧式,1.85,10000,2016-06,2016/1/27 0:00:00,2016/6/22 0:00:00,2016-06-22,2016-06-23,0.1834,实物资产,退市,
10000552,510050C1606M01900,50ETF购2016年6月1900,510050.SH,ETF期权,认购,欧式,1.9,10000,2016-06,2016/1/27 0:00:00,2016/6/22 0:00:00,2016-06-22,2016-06-23,0.1524,实物资产,退市,
10000553,510050P1606M01850,50ETF沽2016年6月1850,510050.SH,ETF期权,认沽,欧式,1.85,10000,2016-06,2016/1/27 0:00:00,2016/6/22 0:00:00,2016-06-22,2016-06-23,0.1791,实物资产,退市,
10000554,510050P1606M01900,50ETF沽2016年6月1900,510050.SH,ETF期权,认沽,欧式,1.9,10000,2016-06,2016/1/27 0:00:00,2016/6/22 0:00:00,2016-06-22,2016-06-23,0.2035,实物资产,退市,
10000555,510050C1609M01850,50ETF购2016年9月1850,510050.SH,ETF期权,认购,欧式,1.85,10000,2016-09,2016/1/28 0:00:00,2016/9/28 0:00:00,2016-09-28,2016-09-29,0.1988,实物资产,退市,
10000556,510050C1609M01900,50ETF购2016年9月1900,510050.SH,ETF期权,认购,欧式,1.9,10000,2016-09,2016/1/28 0:00:00,2016/9/28 0:00:00,2016-09-28,2016-09-29,0.1801,实物资产,退市,
10000557,510050C1609M01950,50ETF购2016年9月1950,510050.SH,ETF期权,认购,欧式,1.95,10000,2016-09,2016/1/28 0:00:00,2016/9/28 0:00:00,2016-09-28,2016-09-29,0.1657,实物资产,退市,
10000558,510050C1609M02000,50ETF购2016年9月2000,510050.SH,ETF期权,认购,欧式,2,10000,2016-09,2016/1/28 0:00:00,2016/9/28 0:00:00,2016-09-28,2016-09-29,0.1524,实物资产,退市,
10000559,510050C1609M02050,50ETF购2016年9月2050,510050.SH,ETF期权,认购,欧式,2.05,10000,2016-09,2016/1/28 0:00:00,2016/9/28 0:00:00,2016-09-28,2016-09-29,0.1387,实物资产,退市,
10000560,510050P1609M01850,50ETF沽2016年9月1850,510050.SH,ETF期权,认沽,欧式,1.85,10000,2016-09,2016/1/28 0:00:00,2016/9/28 0:00:00,2016-09-28,2016-09-29,0.2254,实物资产,退市,
10000561,510050P1609M01900,50ETF沽2016年9月1900,510050.SH,ETF期权,认沽,欧式,1.9,10000,2016-09,2016/1/28 0:00:00,2016/9/28 0:00:00,2016-09-28,2016-09-29,0.2603,实物资产,退市,
10000562,510050P1609M01950,50ETF沽2016年9月1950,510050.SH,ETF期权,认沽,欧式,1.95,10000,2016-09,2016/1/28 0:00:00,2016/9/28 0:00:00,2016-09-28,2016-09-29,0.2935,实物资产,退市,
10000563,510050P1609M02000,50ETF沽2016年9月2000,510050.SH,ETF期权,认沽,欧式,2,10000,2016-09,2016/1/28 0:00:00,2016/9/28 0:00:00,2016-09-28,2016-09-29,0.3291,实物资产,退市,
10000564,510050P1609M02050,50ETF沽2016年9月2050,510050.SH,ETF期权,认沽,欧式,2.05,10000,2016-09,2016/1/28 0:00:00,2016/9/28 0:00:00,2016-09-28,2016-09-29,0.3668,实物资产,退市,
10000565,510050C1602M01800,50ETF购2016年2月1800,510050.SH,ETF期权,认购,欧式,1.8,10000,2016-02,2016/1/29 0:00:00,2016/2/24 0:00:00,2016-02-24,2016-02-25,0.1431,实物资产,退市,
10000566,510050P1602M01800,50ETF沽2016年2月1800,510050.SH,ETF期权,认沽,欧式,1.8,10000,2016-02,2016/1/29 0:00:00,2016/2/24 0:00:00,2016-02-24,2016-02-25,0.0363,实物资产,退市,
10000567,510050C1606M01800,50ETF购2016年6月1800,510050.SH,ETF期权,认购,欧式,1.8,10000,2016-06,2016/1/29 0:00:00,2016/6/22 0:00:00,2016-06-22,2016-06-23,0.1887,实物资产,退市,
10000568,510050P1606M01800,50ETF沽2016年6月1800,510050.SH,ETF期权,认沽,欧式,1.8,10000,2016-06,2016/1/29 0:00:00,2016/6/22 0:00:00,2016-06-22,2016-06-23,0.1581,实物资产,退市,
10000569,510050C1609M01800,50ETF购2016年9月1800,510050.SH,ETF期权,认购,欧式,1.8,10000,2016-09,2016/1/29 0:00:00,2016/9/28 0:00:00,2016-09-28,2016-09-29,0.22,实物资产,退市,
10000570,510050P1609M01800,50ETF沽2016年9月1800,510050.SH,ETF期权,认沽,欧式,1.8,10000,2016-09,2016/1/29 0:00:00,2016/9/28 0:00:00,2016-09-28,2016-09-29,0.2179,实物资产,退市,
10000571,510050C1609M02100,50ETF购2016年9月2100,510050.SH,ETF期权,认购,欧式,2.1,10000,2016-09,2016/2/1 0:00:00,2016/9/28 0:00:00,2016-09-28,2016-09-29,0.1307,实物资产,退市,
10000572,510050P1609M02100,50ETF沽2016年9月2100,510050.SH,ETF期权,认沽,欧式,2.1,10000,2016-09,2016/2/1 0:00:00,2016/9/28 0:00:00,2016-09-28,2016-09-29,0.3743,实物资产,退市,
10000573,510050C1609M02150,50ETF购2016年9月2150,510050.SH,ETF期权,认购,欧式,2.15,10000,2016-09,2016/2/23 0:00:00,2016/9/28 0:00:00,2016-09-28,2016-09-29,0.1,实物资产,退市,
10000574,510050P1609M02150,50ETF沽2016年9月2150,510050.SH,ETF期权,认沽,欧式,2.15,10000,2016-09,2016/2/23 0:00:00,2016/9/28 0:00:00,2016-09-28,2016-09-29,0.2957,实物资产,退市,
10000575,510050C1604M01950,50ETF购2016年4月1950,510050.SH,ETF期权,认购,欧式,1.95,10000,2016-04,2016/2/25 0:00:00,2016/4/27 0:00:00,2016-04-27,2016-04-28,0.114,实物资产,退市,
10000576,510050C1604M02000,50ETF购2016年4月2000,510050.SH,ETF期权,认购,欧式,2,10000,2016-04,2016/2/25 0:00:00,2016/4/27 0:00:00,2016-04-27,2016-04-28,0.0909,实物资产,退市,
10000577,510050C1604M02050,50ETF购2016年4月2050,510050.SH,ETF期权,认购,欧式,2.05,10000,2016-04,2016/2/25 0:00:00,2016/4/27 0:00:00,2016-04-27,2016-04-28,0.0701,实物资产,退市,
10000578,510050C1604M02100,50ETF购2016年4月2100,510050.SH,ETF期权,认购,欧式,2.1,10000,2016-04,2016/2/25 0:00:00,2016/4/27 0:00:00,2016-04-27,2016-04-28,0.0545,实物资产,退市,
10000579,510050C1604M02150,50ETF购2016年4月2150,510050.SH,ETF期权,认购,欧式,2.15,10000,2016-04,2016/2/25 0:00:00,2016/4/27 0:00:00,2016-04-27,2016-04-28,0.0412,实物资产,退市,
10000580,510050P1604M01950,50ETF沽2016年4月1950,510050.SH,ETF期权,认沽,欧式,1.95,10000,2016-04,2016/2/25 0:00:00,2016/4/27 0:00:00,2016-04-27,2016-04-28,0.0726,实物资产,退市,
10000581,510050P1604M02000,50ETF沽2016年4月2000,510050.SH,ETF期权,认沽,欧式,2,10000,2016-04,2016/2/25 0:00:00,2016/4/27 0:00:00,2016-04-27,2016-04-28,0.0971,实物资产,退市,
10000582,510050P1604M02050,50ETF沽2016年4月2050,510050.SH,ETF期权,认沽,欧式,2.05,10000,2016-04,2016/2/25 0:00:00,2016/4/27 0:00:00,2016-04-27,2016-04-28,0.1259,实物资产,退市,
10000583,510050P1604M02100,50ETF沽2016年4月2100,510050.SH,ETF期权,认沽,欧式,2.1,10000,2016-04,2016/2/25 0:00:00,2016/4/27 0:00:00,2016-04-27,2016-04-28,0.158,实物资产,退市,
10000584,510050P1604M02150,50ETF沽2016年4月2150,510050.SH,ETF期权,认沽,欧式,2.15,10000,2016-04,2016/2/25 0:00:00,2016/4/27 0:00:00,2016-04-27,2016-04-28,0.1999,实物资产,退市,
10000585,510050C1604M01850,50ETF购2016年4月1850,510050.SH,ETF期权,认购,欧式,1.85,10000,2016-04,2016/2/26 0:00:00,2016/4/27 0:00:00,2016-04-27,2016-04-28,0.1283,实物资产,退市,
10000586,510050C1604M01900,50ETF购2016年4月1900,510050.SH,ETF期权,认购,欧式,1.9,10000,2016-04,2016/2/26 0:00:00,2016/4/27 0:00:00,2016-04-27,2016-04-28,0.0966,实物资产,退市,
10000587,510050P1604M01850,50ETF沽2016年4月1850,510050.SH,ETF期权,认沽,欧式,1.85,10000,2016-04,2016/2/26 0:00:00,2016/4/27 0:00:00,2016-04-27,2016-04-28,0.0791,实物资产,退市,
10000588,510050P1604M01900,50ETF沽2016年4月1900,510050.SH,ETF期权,认沽,欧式,1.9,10000,2016-04,2016/2/26 0:00:00,2016/4/27 0:00:00,2016-04-27,2016-04-28,0.101,实物资产,退市,
10000589,510050C1604M02200,50ETF购2016年4月2200,510050.SH,ETF期权,认购,欧式,2.2,10000,2016-04,2016/3/7 0:00:00,2016/4/27 0:00:00,2016-04-27,2016-04-28,0.0201,实物资产,退市,
10000590,510050P1604M02200,50ETF沽2016年4月2200,510050.SH,ETF期权,认沽,欧式,2.2,10000,2016-04,2016/3/7 0:00:00,2016/4/27 0:00:00,2016-04-27,2016-04-28,0.1729,实物资产,退市,
10000591,510050C1609M02200,50ETF购2016年9月2200,510050.SH,ETF期权,认购,欧式,2.2,10000,2016-09,2016/3/7 0:00:00,2016/9/28 0:00:00,2016-09-28,2016-09-29,0.0801,实物资产,退市,
10000592,510050P1609M02200,50ETF沽2016年9月2200,510050.SH,ETF期权,认沽,欧式,2.2,10000,2016-09,2016/3/7 0:00:00,2016/9/28 0:00:00,2016-09-28,2016-09-29,0.3037,实物资产,退市,
10000593,510050C1604M02250,50ETF购2016年4月2250,510050.SH,ETF期权,认购,欧式,2.25,10000,2016-04,2016/3/17 0:00:00,2016/4/27 0:00:00,2016-04-27,2016-04-28,0.0063,实物资产,退市,
10000594,510050P1604M02250,50ETF沽2016年4月2250,510050.SH,ETF期权,认沽,欧式,2.25,10000,2016-04,2016/3/17 0:00:00,2016/4/27 0:00:00,2016-04-27,2016-04-28,0.1991,实物资产,退市,
10000595,510050C1609M02250,50ETF购2016年9月2250,510050.SH,ETF期权,认购,欧式,2.25,10000,2016-09,2016/3/17 0:00:00,2016/9/28 0:00:00,2016-09-28,2016-09-29,0.0828,实物资产,退市,
10000596,510050P1609M02250,50ETF沽2016年9月2250,510050.SH,ETF期权,认沽,欧式,2.25,10000,2016-09,2016/3/17 0:00:00,2016/9/28 0:00:00,2016-09-28,2016-09-29,0.335,实物资产,退市,
10000597,510050C1604M02300,50ETF购2016年4月2300,510050.SH,ETF期权,认购,欧式,2.3,10000,2016-04,2016/3/22 0:00:00,2016/4/27 0:00:00,2016-04-27,2016-04-28,0.0433,实物资产,退市,
10000598,510050P1604M02300,50ETF沽2016年4月2300,510050.SH,ETF期权,认沽,欧式,2.3,10000,2016-04,2016/3/22 0:00:00,2016/4/27 0:00:00,2016-04-27,2016-04-28,0.1541,实物资产,退市,
10000599,510050C1609M02300,50ETF购2016年9月2300,510050.SH,ETF期权,认购,欧式,2.3,10000,2016-09,2016/3/22 0:00:00,2016/9/28 0:00:00,2016-09-28,2016-09-29,0.1207,实物资产,退市,
10000600,510050P1609M02300,50ETF沽2016年9月2300,510050.SH,ETF期权,认沽,欧式,2.3,10000,2016-09,2016/3/22 0:00:00,2016/9/28 0:00:00,2016-09-28,2016-09-29,0.2723,实物资产,退市,
10000601,510050C1605M02050,50ETF购2016年5月2050,510050.SH,ETF期权,认购,欧式,2.05,10000,2016-05,2016/3/24 0:00:00,2016/5/25 0:00:00,2016-05-25,2016-05-26,0.1716,实物资产,退市,
10000602,510050C1605M02100,50ETF购2016年5月2100,510050.SH,ETF期权,认购,欧式,2.1,10000,2016-05,2016/3/24 0:00:00,2016/5/25 0:00:00,2016-05-25,2016-05-26,0.1435,实物资产,退市,
10000603,510050C1605M02150,50ETF购2016年5月2150,510050.SH,ETF期权,认购,欧式,2.15,10000,2016-05,2016/3/24 0:00:00,2016/5/25 0:00:00,2016-05-25,2016-05-26,0.1173,实物资产,退市,
10000604,510050C1605M02200,50ETF购2016年5月2200,510050.SH,ETF期权,认购,欧式,2.2,10000,2016-05,2016/3/24 0:00:00,2016/5/25 0:00:00,2016-05-25,2016-05-26,0.095,实物资产,退市,
10000605,510050C1605M02250,50ETF购2016年5月2250,510050.SH,ETF期权,认购,欧式,2.25,10000,2016-05,2016/3/24 0:00:00,2016/5/25 0:00:00,2016-05-25,2016-05-26,0.0785,实物资产,退市,
10000606,510050P1605M02050,50ETF沽2016年5月2050,510050.SH,ETF期权,认沽,欧式,2.05,10000,2016-05,2016/3/24 0:00:00,2016/5/25 0:00:00,2016-05-25,2016-05-26,0.0657,实物资产,退市,
10000607,510050P1605M02100,50ETF沽2016年5月2100,510050.SH,ETF期权,认沽,欧式,2.1,10000,2016-05,2016/3/24 0:00:00,2016/5/25 0:00:00,2016-05-25,2016-05-26,0.0846,实物资产,退市,
10000608,510050P1605M02150,50ETF沽2016年5月2150,510050.SH,ETF期权,认沽,欧式,2.15,10000,2016-05,2016/3/24 0:00:00,2016/5/25 0:00:00,2016-05-25,2016-05-26,0.1081,实物资产,退市,
10000609,510050P1605M02200,50ETF沽2016年5月2200,510050.SH,ETF期权,认沽,欧式,2.2,10000,2016-05,2016/3/24 0:00:00,2016/5/25 0:00:00,2016-05-25,2016-05-26,0.1369,实物资产,退市,
10000610,510050P1605M02250,50ETF沽2016年5月2250,510050.SH,ETF期权,认沽,欧式,2.25,10000,2016-05,2016/3/24 0:00:00,2016/5/25 0:00:00,2016-05-25,2016-05-26,0.1674,实物资产,退市,
10000611,510050C1605M02000,50ETF购2016年5月2000,510050.SH,ETF期权,认购,欧式,2,10000,2016-05,2016/3/29 0:00:00,2016/5/25 0:00:00,2016-05-25,2016-05-26,0.1605,实物资产,退市,
10000612,510050P1605M02000,50ETF沽2016年5月2000,510050.SH,ETF期权,认沽,欧式,2,10000,2016-05,2016/3/29 0:00:00,2016/5/25 0:00:00,2016-05-25,2016-05-26,0.055,实物资产,退市,
10000613,510050C1605M02300,50ETF购2016年5月2300,510050.SH,ETF期权,认购,欧式,2.3,10000,2016-05,2016/4/6 0:00:00,2016/5/25 0:00:00,2016-05-25,2016-05-26,0.0447,实物资产,退市,
10000614,510050P1605M02300,50ETF沽2016年5月2300,510050.SH,ETF期权,认沽,欧式,2.3,10000,2016-05,2016/4/6 0:00:00,2016/5/25 0:00:00,2016-05-25,2016-05-26,0.1775,实物资产,退市,
10000615,510050C1612A02050,50ETF购2016年12月2006A,510050.SH,ETF期权,认购,欧式,2.006,10220,2016-12,2016/4/28 0:00:00,2016/12/28 0:00:00,2016-12-28,2016-12-29,0.1843,实物资产,退市,
10000616,510050C1612A02100,50ETF购2016年12月2055A,510050.SH,ETF期权,认购,欧式,2.055,10220,2016-12,2016/4/28 0:00:00,2016/12/28 0:00:00,2016-12-28,2016-12-29,0.162,实物资产,退市,
10000617,510050C1612A02150,50ETF购2016年12月2104A,510050.SH,ETF期权,认购,欧式,2.104,10220,2016-12,2016/4/28 0:00:00,2016/12/28 0:00:00,2016-12-28,2016-12-29,0.1399,实物资产,退市,
10000618,510050C1612A02200,50ETF购2016年12月2153A,510050.SH,ETF期权,认购,欧式,2.153,10220,2016-12,2016/4/28 0:00:00,2016/12/28 0:00:00,2016-12-28,2016-12-29,0.1215,实物资产,退市,
10000619,510050C1612A02250,50ETF购2016年12月2202A,510050.SH,ETF期权,认购,欧式,2.202,10220,2016-12,2016/4/28 0:00:00,2016/12/28 0:00:00,2016-12-28,2016-12-29,0.1058,实物资产,退市,
10000620,510050P1612A02050,50ETF沽2016年12月2006A,510050.SH,ETF期权,认沽,欧式,2.006,10220,2016-12,2016/4/28 0:00:00,2016/12/28 0:00:00,2016-12-28,2016-12-29,0.1241,实物资产,退市,
10000621,510050P1612A02100,50ETF沽2016年12月2055A,510050.SH,ETF期权,认沽,欧式,2.055,10220,2016-12,2016/4/28 0:00:00,2016/12/28 0:00:00,2016-12-28,2016-12-29,0.1494,实物资产,退市,
10000622,510050P1612A02150,50ETF沽2016年12月2104A,510050.SH,ETF期权,认沽,欧式,2.104,10220,2016-12,2016/4/28 0:00:00,2016/12/28 0:00:00,2016-12-28,2016-12-29,0.1771,实物资产,退市,
10000623,510050P1612A02200,50ETF沽2016年12月2153A,510050.SH,ETF期权,认沽,欧式,2.153,10220,2016-12,2016/4/28 0:00:00,2016/12/28 0:00:00,2016-12-28,2016-12-29,0.2095,实物资产,退市,
10000624,510050P1612A02250,50ETF沽2016年12月2202A,510050.SH,ETF期权,认沽,欧式,2.202,10220,2016-12,2016/4/28 0:00:00,2016/12/28 0:00:00,2016-12-28,2016-12-29,0.2418,实物资产,退市,
10000625,510050C1612A02000,50ETF购2016年12月1957A,510050.SH,ETF期权,认购,欧式,1.957,10220,2016-12,2016/5/9 0:00:00,2016/12/28 0:00:00,2016-12-28,2016-12-29,0.1679,实物资产,退市,
10000626,510050P1612A02000,50ETF沽2016年12月1957A,510050.SH,ETF期权,认沽,欧式,1.957,10220,2016-12,2016/5/9 0:00:00,2016/12/28 0:00:00,2016-12-28,2016-12-29,0.0818,实物资产,退市,
10000627,510050C1605M01950,50ETF购2016年5月1950,510050.SH,ETF期权,认购,欧式,1.95,10000,2016-05,2016/5/10 0:00:00,2016/5/25 0:00:00,2016-05-25,2016-05-26,0.1256,实物资产,退市,
10000628,510050P1605M01950,50ETF沽2016年5月1950,510050.SH,ETF期权,认沽,欧式,1.95,10000,2016-05,2016/5/10 0:00:00,2016/5/25 0:00:00,2016-05-25,2016-05-26,0.0055,实物资产,退市,
10000629,510050C1612A01950,50ETF购2016年12月1908A,510050.SH,ETF期权,认购,欧式,1.908,10220,2016-12,2016/5/10 0:00:00,2016/12/28 0:00:00,2016-12-28,2016-12-29,0.1789,实物资产,退市,
10000630,510050P1612A01950,50ETF沽2016年12月1908A,510050.SH,ETF期权,认沽,欧式,1.908,10220,2016-12,2016/5/10 0:00:00,2016/12/28 0:00:00,2016-12-28,2016-12-29,0.0809,实物资产,退市,
10000631,510050C1607M01950,50ETF购2016年7月1950,510050.SH,ETF期权,认购,欧式,1.95,10000,2016-07,2016/5/26 0:00:00,2016/7/27 0:00:00,2016-07-27,2016-07-28,0.134,实物资产,退市,
10000632,510050C1607M02000,50ETF购2016年7月2000,510050.SH,ETF期权,认购,欧式,2,10000,2016-07,2016/5/26 0:00:00,2016/7/27 0:00:00,2016-07-27,2016-07-28,0.0842,实物资产,退市,
10000633,510050C1607M02050,50ETF购2016年7月2050,510050.SH,ETF期权,认购,欧式,2.05,10000,2016-07,2016/5/26 0:00:00,2016/7/27 0:00:00,2016-07-27,2016-07-28,0.0568,实物资产,退市,
10000634,510050C1607M02100,50ETF购2016年7月2100,510050.SH,ETF期权,认购,欧式,2.1,10000,2016-07,2016/5/26 0:00:00,2016/7/27 0:00:00,2016-07-27,2016-07-28,0.034,实物资产,退市,
