,call_or_put,date,ptmtradeday,k,rate,open,high,low,close,s,iv
0,call,2019-12-16,27,3.4,0.0297,0.001,0.0015,0.0009,0.0013,2.993,0.19687500000000002
1,call,2019-12-17,26,3.4,0.03,0.0014,0.0033,0.001,0.0017,3.025,0.19687500000000002
2,call,2019-12-18,25,3.4,0.029750000000000002,0.0017,0.0023,0.0014,0.0016,3.017,0.19687500000000002
3,call,2019-12-19,24,3.4,0.029750000000000002,0.0015,0.0022,0.0015,0.0019,3.01,0.2575
4,call,2019-12-20,23,3.4,0.029625,0.0021,0.0023,0.0015,0.0015,3.005,0.2575
5,call,2019-12-23,22,3.4,0.02955,0.0022,0.0022,0.001,0.0012,2.979,0.2575
6,call,2019-12-24,21,3.4,0.029449999999999997,0.0013,0.0013,0.0011,0.0011,2.988,0.2575
7,call,2019-12-25,20,3.4,0.02965,0.0009,0.0012,0.0008,0.001,2.98,0.2575
8,call,2019-12-26,19,3.4,0.029449999999999997,0.0008,0.001,0.0005,0.0008,3.002,0.2575
9,call,2019-12-27,18,3.4,0.029575,0.0005,0.0012,0.0004,0.0008,3.009,0.2575
10,call,2019-12-30,17,3.4,0.029575,0.0004,0.0011,0.0004,0.0011,3.051,0.2575
11,call,2019-12-31,16,3.4,0.029425,0.0012,0.0013,0.001,0.001,3.058,0.2575
12,call,2020-01-02,15,3.4,0.0291,0.0015,0.0023,0.0011,0.0013,3.081,0.2575
13,call,2020-01-03,14,3.4,0.028999999999999998,0.0016,0.0016,0.0009,0.0011,3.068,0.2575
14,call,2020-01-06,13,3.4,0.028675000000000003,0.0007,0.0011,0.0007,0.0009,3.05,0.2575
15,call,2020-01-07,12,3.4,0.02855,0.0009,0.0011,0.0007,0.0008,3.062,0.2575
16,call,2020-01-08,11,3.4,0.02855,0.0007,0.0008,0.0005,0.0007,3.033,0.2575
17,call,2020-01-09,10,3.4,0.0287,0.0008,0.0008,0.0004,0.0004,3.057,0.2575
18,call,2020-01-10,9,3.4,0.028650000000000002,0.0006,0.0006,0.0003,0.0004,3.061,0.2575
19,call,2020-01-13,8,3.4,0.0287,0.0003,0.0003,0.0002,0.0002,3.08,0.2575
20,call,2020-01-14,7,3.4,0.028825,0.0003,0.0004,0.0002,0.0002,3.076,0.2575
21,call,2020-01-15,6,3.4,0.028900000000000002,0.0002,0.0002,0.0001,0.0002,3.046,0.2575
22,call,2020-01-16,5,3.4,0.028900000000000002,0.0002,0.0002,0.0001,0.0001,3.036,0.2575
23,call,2020-01-17,4,3.4,0.028900000000000002,0.0001,0.0002,0.0001,0.0001,3.042,0.2571929382288714
24,call,2020-01-20,3,3.4,0.0287,0.0001,0.0001,0.0001,0.0001,3.058,0.26028131284431816
25,call,2020-01-21,2,3.4,0.028725,0.0001,0.0001,0.0001,0.0001,3.007,0.2572676442977623
26,call,2020-01-22,1,3.4,0.0286,0.0001,0.0003,0.0001,0.0001,3.006,0.2622418038633872
