,call_or_put,date,ptmtradeday,k,rate,open,high,low,close,s,iv
0,put,2017-09-28,35,2.6,0.0437,0.0106,0.0106,0.0059,0.0059,2.715,0.128671875
1,put,2017-09-29,34,2.6,0.0436,0.0057,0.0058,0.0039,0.0048,2.726,0.13625
2,put,2017-10-09,33,2.6,0.0438,0.004,0.004,0.0019,0.0036,2.75,0.13625
3,put,2017-10-10,32,2.6,0.0438,0.0034,0.0039,0.0028,0.0032,2.746,0.13625
4,put,2017-10-11,31,2.6,0.0438,0.0033,0.0033,0.0022,0.0023,2.762,0.13625
5,put,2017-10-12,30,2.6,0.0438,0.0023,0.0027,0.0021,0.0021,2.773,0.13625
6,put,2017-10-13,29,2.6,0.043825,0.0022,0.0023,0.0019,0.0022,2.771,0.13625
7,put,2017-10-16,28,2.6,0.04385,0.0021,0.0022,0.0016,0.0019,2.781,0.13625
8,put,2017-10-17,27,2.6,0.044175000000000006,0.0018,0.0021,0.0017,0.0018,2.779,0.13625
9,put,2017-10-18,26,2.6,0.044199999999999996,0.0018,0.0019,0.0015,0.0015,2.802,0.13625
10,put,2017-10-19,25,2.6,0.044225,0.0014,0.0018,0.0014,0.0014,2.806,0.13625
11,put,2017-10-20,24,2.6,0.044225,0.0013,0.0016,0.001,0.0013,2.79,0.13625
12,put,2017-10-23,23,2.6,0.044275,0.0014,0.0014,0.0007,0.0007,2.791,0.13625
13,put,2017-10-24,22,2.6,0.044349999999999994,0.0008,0.0013,0.0008,0.0011,2.806,0.13625
14,put,2017-10-25,21,2.6,0.0444,0.0011,0.0014,0.0009,0.0011,2.802,0.13625
15,put,2017-10-26,20,2.6,0.0444,0.0011,0.0012,0.0007,0.0007,2.827,0.13625
16,put,2017-10-27,19,2.6,0.044349999999999994,0.0007,0.0008,0.0005,0.0006,2.873,0.13625
17,put,2017-10-30,18,2.6,0.0444,0.0006,0.0009,0.0003,0.0005,2.861,0.13625
18,put,2017-10-31,17,2.6,0.044500000000000005,0.0005,0.0006,0.0004,0.0005,2.851,0.13625
19,put,2017-11-01,16,2.6,0.044500000000000005,0.0009,0.0009,0.0005,0.0006,2.842,0.13625
20,put,2017-11-02,15,2.6,0.044500000000000005,0.0006,0.0009,0.0004,0.0009,2.847,0.13625
21,put,2017-11-03,14,2.6,0.044500000000000005,0.0006,0.0008,0.0004,0.0004,2.851,0.13625
22,put,2017-11-06,13,2.6,0.044500000000000005,0.0005,0.0006,0.0004,0.0005,2.843,0.13625
23,put,2017-11-07,12,2.6,0.044625000000000005,0.0004,0.0006,0.0003,0.0004,2.875,0.2575
24,put,2017-11-08,11,2.6,0.045,0.0004,0.0005,0.0002,0.0004,2.874,0.2575
25,put,2017-11-09,10,2.6,0.045250000000000005,0.0004,0.0005,0.0002,0.0003,2.885,0.2575
26,put,2017-11-10,9,2.6,0.045125,0.0004,0.0004,0.0001,0.0003,2.918,0.2575
27,put,2017-11-13,8,2.6,0.045825,0.0004,0.0004,0.0002,0.0002,2.928,0.2575
28,put,2017-11-14,7,2.6,0.04605000000000001,0.0002,0.0003,0.0002,0.0002,2.913,0.2575
29,put,2017-11-15,6,2.6,0.045700000000000005,0.0002,0.0003,0.0002,0.0002,2.901,0.2575
30,put,2017-11-16,5,2.6,0.045625,0.0002,0.0003,0.0001,0.0001,2.932,0.2575
31,put,2017-11-17,4,2.6,0.045599999999999995,0.0005,0.0005,0.0001,0.0001,2.99,0.25586233991727014
32,put,2017-11-20,3,2.6,0.04545,0.0001,0.0002,0.0001,0.0001,2.996,0.2533468259969822
33,put,2017-11-21,2,2.6,0.04555,0.0001,0.0001,0.0001,0.0001,3.046,0.25204644054010866
34,put,2017-11-22,1,2.6,0.045825,0.0001,0.0002,0.0001,0.0001,3.067,0.2508533669481151
